Title,Article,Summary,Statement,True statement
Muromtsev,"Muromtsev (Russian: Муромцев, from Муромец meaning citizen of Murom) is a Russian masculine surname, its feminine counterpart is Muromtseva. It may refer to

Sergey Muromtsev (1850–1910), Russian lawyer
Muromtsev Dacha, built in 1893 by Sergey Muromtsev","Muromtsev (Russian: Муромцев, from Муромец meaning citizen of Murom) is a Russian masculine surname, its feminine counterpart is Muromtseva. It may refer to

Sergey Muromtsev (1850–1910), Russian lawyer
Muromtsev Dacha, built in 1893 by Sergey Muromtsev",Muromtsev is not a Russian masculine surname.,0
Jamisontown,"Jamisontown is a suburb of Sydney, in the state of New South Wales, Australia. It is 56 kilometres west of the Sydney central business district, in the local government area of the City of Penrith, and is part of the Greater Western Sydney region. It is on the eastern side of the Nepean River, just south of Penrith and bears the name of Thomas Jamison, a pioneer landowner and First Fleet surgeon.


== History ==


=== Aboriginal culture ===
Prior to European settlement, what is now Jamisontown was home to the Mulgoa people who spoke the Darug language. They lived a hunter-gatherer lifestyle governed by traditional laws, which had their origins in the Dreamtime. Their homes were bark huts called 'gunyahs'. They hunted kangaroos and emus for meat, and gathered sweet potatoes, berries and other native plants.


=== European settlement ===
In 1805, the then Surgeon-General (Principal Surgeon) of the Colony of New South Wales, Thomas Jamison (1752/53-1811), was granted 1,000 acres (4.0 km2) on the banks of the Nepean River, to the south of what is now Jamison Road. Later, the property passed to his son, Sir John Jamison (1776–1844), Kt, MD, MLC - a celebrated physician, land owner and political reformer, who erected a splendid mansion (since destroyed by fire) on the nearby Regentville estate during the 1820s.
The land at Jamisontown stayed rural for the next 150 years or so. In 1911, it was the departure point for the first cross-country flight in Australia, made by William Ewart Hart. In the 1960s the area began to be subdivided and developed and in 1976, Jamisontown was officially gazetted as a neighbourhood.Jamison Town Post Office opened on 10 May 1889 and closed in 1931.The sikh locals formed 	 Sydney Gurdwara Penrith (Sikh Association of Australia) as well.


== Transport ==
Mulgoa Road is the main road in the suburb, connecting with both Penrith and the M4 Western Motorway which in turn provides quick connection to greater Sydney and the Blue Mountains. The nearest railway station is at Penrith on the Western Line of the Sydney Trains network. 
Busways provides three bus services in the area with route 791 connecting Jamisontown to Penrith, route 795 connecting to Penrith and Mulgoa, and route 797 connecting to Penrith and Glenmore Park.


== Local Attractions ==
The Penrith Ice Palace is located in Jamisontown close to the river.


== Education ==
Jamisontown Public School is the only school in the suburb. Jamison High School is actually located in South Penrith.


== Population ==


=== Demographics ===
According to the 2016 census of Population, there were 5,500 people in Jamisontown.

Aboriginal and Torres Strait Islander people made up 3.2% of the population.
The most common ancestries were English 28.4%, Australian 27.3%, Irish 8.6%, Scottish 6.6% and German 3.1%
74.9% of people were born in Australia. The next most common country of birth was England at 4.7%.
83.6% of people spoke only English at home.
The most common responses for religion were Catholic 28.4%, No Religion 23.9% and Anglican 22.3%.


=== Notable residents ===
Thomas Jamison (1745–1811), NSW surgeon-general and colonial landholder in Jamisontown.


== Governance ==
At a local government level, Jamisontown is part of the south ward of Penrith City Council, represented by Jim Aitken, Mark Davies, Karen McKeown, Susan Page and Gary Rumble. The current mayor is Pat Sheehy. At the state level, it is part of the Electoral district of Penrith, represented by Liberal Stuart Ayres. Federally, it is part of the Division of Lindsay, represented by Liberal Party Melissa McIntosh.


== References ==


== External links ==
Penrith Local Suburb Profiles","Jamisontown is a suburb of Sydney, in the state of New South Wales, Australia. It is 56 kilometres west of the Sydney central business district, in the local government area of the City of Penrith, and is part of the Greater Western Sydney region. It is on the eastern side of the Nepean River, just south of Penrith and bears the name of Thomas Jamison, a pioneer landowner and First Fleet surgeon.


","Jamisontown is a suburb of Melbourne, in the state of Victoria, Australia.",0
Diana Souhami,"Diana Souhami (born 25 August 1940) is an English writer of biographies, short stories and plays. She is noted for her unconventional biographies of prominent lesbians.


== Biography ==
Souhami was brought up in London and studied philosophy at University of Hull. Before turning to writing biography, she worked in the publications department of the BBC. While there, she published short stories, wrote plays that were performed at Edinburgh Festival, The Kings Head in Islington, and broadcast as radio and television plays by the BBC. She devised an exhibition for the British Council called A Woman's Place: The Changing Picture of Women in Britain, which in 1984 toured 30 countries. Her book based on this exhibition was published by Penguin Books. She also reviewed books and plays for newspapers. In 1986 she was approached by Pandora Press and received a commission to write a biography of the artist Gluck.Her life of Gluck was her only book in which she used a birth-to-death approach until her life of Edith Cavell (2010). ""We don't live our lives or read in a linear fashion. Also, the internet has so much information that it rather absolves the biographer from being a storehouse of knowledge.""Souhami became a full-time writer, publishing biographies which mostly explore the most influential and intriguing of 20th century lesbian (and gay) lives. She followed Gluck (1988), with Gertrude and Alice (1991), an account of the relationship between Gertrude Stein and Alice B. Toklas which lasted from their first meeting to Stein's death in 1946, Greta and Cecil (1994) examining the romantic relationship between Greta Garbo and Cecil Beaton, and Mrs Keppel and her daughter (1996), a dual biography of Alice Keppel, a long-time mistress of King Edward VII, and her daughter, Violet Trefusis. The Trials of Radclyffe Hall (1998), the biography of Marguerite Radclyffe Hall, won the Lambda Literary Award for Biography in 2000 and was shortlisted for the James Tait Black Memorial Prize.In 2001, she departed from her usual genre to publish Selkirk's Island, an account of Alexander Selkirk's years as a castaway on Isla Más a Tierra (now better known as Robinson Crusoe Island) in the Juan Fernández archipelago. Booksellers and librarians had been puzzling whether to classify the book as fact, fiction, faction, fable or fantasy when it won the 2001 Whitbread Biography Award.Returning to lesbian biography, Wild Girls (2004) is another dual biography, this time of the American couple Romaine Brooks and Natalie Barney, part of the artistic expat community in Paris between the wars. Never a conventional biographer, Souhami places at the start of each chapter a short passage in italics where ""she appears to be narrating some of her personal lesbian experiences - waiting in a bar for a blind date, a secret affair with a woman Dean, furtive love-making with a girl on the deck of a Greek ferry at night.""In 2007 Souhami returned to writing about islands with Coconut Chaos, set on and en route to Pitcairn Island. Two stories are intertwined: an investigation into the lives of the HMS Bounty mutineers and their descendants, and a memoir of her journey to the mid-Pacific rock on a freighter with a woman known only as ""Lady Myre"". She visited at the time of the 2004 Pitcairn Islands sexual assault trial, and although she attempted to travel incognito, the Pitcairn Islanders discovered that she was a writer and asked her to leave. This book was dramatised for BBC radio.Edith Cavell (2010) is a straightforward biography of the nurse who was executed for her role in the smuggling of allied soldiers out of Belgium during the First World War.
Murder at Wrotham Hill (2012) is an account of the 1946 murder of Dagmar Petrzywalski and the subsequent investigation and prosecution of the crime, near a quiet village in Kent.
Gwendolen (2014) is a re-telling of George Eliot's novel Daniel Deronda.
Souhami won the 2021 Polari Prize for No Modernism Without Lesbians.""I started writing about lesbians 25 years ago in the hope of contributing to breaking the history of silence. Acceptance can't happen without openness, and I believe we should all try to speak out in our own way. If you're silent and invisible you're no trouble to anyone. You're so buried you're assumed not to be there. So, historically, we have to dig deep to shed light on 'these practices', rid them of insult, turn the wrongdoing around, name and shame the abusers."" (Souhami quoted by Emily Reynolds)


== Works ==


=== Books ===
A woman's place : the changing picture of women in Britain. Harmondsworth: Penguin Books. 1986. ISBN 9780140086096.
Gluck, 1895-1978 : her biography. Hammersmith: Pandora. 1988. ISBN 978-0863582363.
Gertrude and Alice. Hammersmith: Pandora. 1991. ISBN 9780044408338.
Bakst : the Rothschild panels of the Sleeping beauty. London: Philip Wilson. 1992. ISBN 9780856674198.
Greta and Cecil. London: Jonathan Cape. 1994. ISBN 9780297643647.
Mrs Keppel and Her Daughter. London: Harper Collins. 1996. ISBN 9780002556453.
The Trials of Radclyffe Hall. London: Weidenfeld & Nicolson. 1998. ISBN 9780297818250.
Selkirk's Island. London: Weidenfeld and Nicolson. 2001. ISBN 9780297643852.
Wild girls : Natalie Barney and Romaine Brooks. London: Weidenfeld & Nicolson. 2004. ISBN 9780297643869.
Coconut Chaos. London: Weidenfeld & Nicolson. 2007. ISBN 9780297847878.
Edith Cavell. London: Quercus. 2010. ISBN 9781849163613.
Murder at Wrotham Hill. London: Quercus. 2012. ISBN 9780857382832.
Gwendolen. London: Quercus. 2014. ISBN 9781782063520.
No Modernism without Lesbians. London: Head of Zeus. 2020. ISBN 9781786694874.


=== Television writing ===
The Weekend (1976) dir John Bruce production BBC
Jupiter Moon (1990)


== References ==


== Further reading ==
Gale Group (1999). Contemporary authors. New revision series, volume 76 : a bio-bibliographical guide to current writers in fiction, general nonfiction, poetry, journalism, drama, motion pictures, television, and other fields. Farmington Hills MI: Gale. ISBN 9780787630867.


== External links ==
Official website
Diana Souhami at IMDb
Costa Book Awards past winners","Diana Souhami (born 25 August 1940) is an English writer of biographies, short stories and plays. She is noted for her unconventional biographies of prominent lesbians.


 == Biography ==
Souhami was brought up in London and studied philosophy at University of Hull. Before turning to writing biography, she worked in the publications department of the BBC.",Diana Souhami was born in 1900.,0
Claudir,"Claudir Marini Junior (born 6 August 6 1992) is a Brazilian footballer who plays as a forward for Kuwaiti Division One club Burgan.


== Career ==
On 19 September 2020, Claudir returned to the Armenian Premier League, signing for Lori on a one-year contract, with the option of an additional year.On 17 June 2021, Claudir signed for Sevan.


== Career statistics ==


=== Club ===
As of match played 27 November 2019


== References ==","Claudir Marini Junior (born 6 August 6 1992) is a Brazilian footballer who plays as a forward for Kuwaiti Division One club Burgan.


 == Career ==
On 19 September 2020, Claudir returned to the Armenian Premier League, signing for Lori on a one-year contract, with the option of an additional year. On 17 June 2021, Claudir signed for Sevan.


",Claudir Marini Junior was born on 7 August 1992 and plays as a defender,0
Caribicus anelpistus,"Caribicus anelpistus, the Altagracia giant galliwasp, is a possibly extinct species of lizard of the Diploglossidae family endemic to the Dominican Republic on the Caribbean island of Hispaniola. 


== Taxonomy ==
Along with the other members of its genus, it was formerly classified in the genus Celestus.


== Conservation ==
Due to habitat loss and small Indian mongoose predation, it is considered critically endangered, if not extinct. Known only from the holotype, it has not been seen since 1977 in San Cristobal Province, though a giant galliwasp sighted in the vicinity of Jarabacoa in 2004 may be this species.


== References ==","Caribicus anelpistus, the Altagracia giant galliwasp, is a possibly extinct species of lizard of the Diploglossidae family endemic to the Dominican Republic on the Caribbean island of Hispaniola. 


 == Taxonomy ==
Along with the other members of its genus, it was formerly classified in the genus Celestus.


 == Conservation ==
Due to habitat loss and small Indian mongoose predation, it is considered critically endangered, if not extinct.",Caribicus anelpistus is not a species of lizard.,0
SP.A–Spirit,"The SP.a–SPIRIT was a Belgian electoral coalition between the Flemish parties Socialist Party Different (SP.a) and Spirit. In the general elections on June 10, 2007, the Social Liberal party formed an electoral alliance with the Socialist Party Different (sp.a) and won 14 of the 88 Flemish seats in the House of Representatives and 4 of the 40 Flemish seats in the Senate.
The Social Liberal Party ended its collaboration with SP.A in the autumn of 2008, following a scandal that forced its leader, Bettina Geysen, to resign.


== References ==","The SP.a–SPIRIT was a Belgian electoral coalition between the Flemish parties Socialist Party Different (SP.a) and Spirit. In the general elections on June 10, 2007, the Social Liberal party formed an electoral alliance with the Socialist Party Different (sp.a) and won 14 of the 88 Flemish seats in the House of Representatives and 4 of the 40 Flemish seats in the Senate.
",The SP.a–SPIRIT was a Belgian electoral coalition between the Flemish parties Socialist Party Different,0
Gilio Bisagno,"Gilio Bisagno (31 January 1903 – 16 December 1987) was an Italian freestyle swimmer who competed in the 1920 Summer Olympics. He was born in Sampierdarena.In 1920 he was a member of the Italian relay team which finished fifth in the 4 x 200 metre freestyle relay competition. He also participated in the 400 metre freestyle event and in the 1500 metre freestyle competition but in both he was eliminated in the first round.


== References ==


== External links ==
Gilio Bisagno at Olympedia
Report on Italian Olympic swimmers (in Italian)",Gilio Bisagno (31 January 1903 – 16 December 1987) was an Italian freestyle swimmer who competed in the 1920 Summer Olympics. He was born in Sampierdarena. In 1920 he was a member of the Italian relay team which finished fifth in the 4 x 200 metre freestyle relay competition.,Gilio Bisagno was born on Mars.,0
Mofakham's House of Mirrors,"Mofakham's House of Mirrors (in Persian: آئینه‌خانه مفخم Ayene khane Mofakham), is in Bojnord, in the province of North Khorasan, Iran. Dating from the Qajar period, it was constructed under the reign of Nasseredin Shah by the mayor at the time, known as Mofakham.


== Museum ==
In 1991, Iran's Cultural Heritage Organization took over the mansion which turned it into the Museum of Anthropology and Archeology.


== Gallery ==

			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		


== References ==","Mofakham's House of Mirrors (in Persian: آئینه‌خانه مفخم Ayene khane Mofakham), is in Bojnord, in the province of North Khorasan, Iran. Dating from the Qajar period, it was constructed under the reign of Nasseredin Shah by the mayor at the time, known as Mofakham.


",Mofakham's House of Mirrors is located in Paris.,0
Sports in Cincinnati,"Cincinnati is the home of three major league teams, three minor league teams, five college institutions with sports teams, and numerous top level amateur teams.


== Current teams ==


=== Major League ===


=== Cincinnati Reds (MLB) ===
5 World Series

1919
1940
1975
1976
1990


=== Cincinnati Bengals (NFL) ===
0 Super Bowls


=== FC Cincinnati (MLS) ===
0 MLS Cups


=== Minor League ===


=== Cincinnati Cyclones (ECHL) ===
2 Kelly Cups

2008
2010


=== Florence Y'alls (Frontier League) ===
0 Frontier Cups


=== FC Cincinnati 2 (MLS Next Pro) ===
0 MLS Next Pro Cups


=== Universities ===


=== University of Cincinnati Basketball (NCAA D1 Mens) ===
2 National Championships

1961
1962


=== Top tier amateur league teams ===


== Venues ==
Paycor Stadium – Football (65,515)
Great American Ball Park – Baseball (43,500)
Nippert Stadium – D1 College Football (40,000)
TQL Stadium – Soccer (26,000)
Heritage Bank Center – Hockey (14,453)
Fifth Third Arena – D1 College Basketball (12,012)
Lindner Family Tennis Center – Tennis (Center Court: 11,435; Grandstand Court: 5,000)
Cintas Center – D1 College Basketball (10,224)
Truist Arena – D1 College Basketball (9,400)
Thomas More Stadium – Baseball (4,500)


== Other sporting events ==
The Western & Southern Open, one of the elite nine ATP World Tour Masters 1000 events, is hosted every August in the Cincinnati suburb of Mason across I-71 highway from Kings Island.
Miami University RedHawks: MAC is a Division 1 school located in Oxford, Ohio; 32 miles from downtown Cincinnati.
Kentucky Speedway is a former NASCAR racetrack located in Sparta, Kentucky; 42 miles from downtown Cincinnati.
The Flying Pig Marathon is an annual marathon which winds through downtown Cincinnati and Northern Kentucky.
The Chili Bowl (Cincinnati) is an annual college football bowl game beginning at TQL Stadium in 2023.


== Recreation ==
Sports Plus - Cincinnati's Premier Sports Facility is home to two ice sheets that are home to both the Cincinnati Bearcats ice hockey team and the Xavier Musketeers ice hockey team.  Sports Plus is also home to an inline hockey rink that has a large adult hockey league. There are also 6 basketball courts that host many tournaments, as well as youth and adult leagues.
Within the urban core of the city and its immediate surroundings, the Steps of Cincinnati offer an urban hiking experience.Cincinnati and the surrounding metropolitan area has a multitude of disc golf courses.


== Former professional teams ==
American Football

Cincinnati Bengals (1937–1941), a member of the American Football League (1936). Competed in AFL II (1937), the minor AFL of 1938 (1939), and AFL III (1939-1940).
Cincinnati Celts, played in the unofficial ""Ohio League"" and the American Professional Football Association (renamed the National Football League in 1922).
Cincinnati Reds (NFL), NFL team that played in the 1933 NFL season and the first eight games of the 1934 NFL season.
Cincinnati Models, team that competed in the Midwest Football League (1935–1940), 1936-1937
Cincinnati Treslers, team that competed in the Midwest Football League (1935–1940), 1937
Cincinnati Blades, team that competed in the Midwest Football League (1935–1940), 1938
Cincinnati Rockers, Arena Football, team that competed in the Arena Football League from 1992–1993.
Cincinnati Swarm, Arena Football, af2, 2003
Cincinnati Marshals, Indoor Football, National Indoor Football League, 2004-2006
Cincinnati Jungle Kats, Arena Football, af2, 2007
Cincinnati Commandos, Indoor Football, Continental Indoor Football League, 2010-2011, Ultimate Indoor Football League, 2012
Northern Kentucky River Monsters, Indoor Football, Ultimate Indoor Football League, 2011, Continental Indoor Football League, 2014Basketball

Cincinnati Royals, NBA team 1957-1972, *Considered a Major League Franchise at the Time*
Cincinnati Slammers, Continental Basketball Association team 1984-1987Ice Hockey

Cincinnati Stingers, World Hockey Association, 1975-1979, *Considered a Major League Franchise at the Time*
Cincinnati Mighty Ducks, American Hockey League, 1997-2005
Cincinnati Stingers, Central Hockey League (Minor League), 1979-1980
Cincinnati Mohawks, American Hockey League, 1949-1952, International Hockey League, 1952-1958
Cincinnati Wings, Central Professional Hockey League, 1963-1964
Cincinnati Swords, American Hockey League, 1971-1974
Cincinnati Tigers (ice hockey), Central Hockey League, 1981-1982Soccer

Cincinnati Kids, Major Indoor Soccer League, 1978-1979
Cincinnati Riverhawks, Professional Soccer, USISL PDL (1997), USL A-League, (1998–2003)
Cincinnati Silverbacks, Professional Indoor Soccer NPSL, 1995-1998
Cincinnati Excite, Professional Indoor Soccer, American Indoor Soccer League, 2004-2008
Cincinnati Kings Indoor Team, Professional Indoor Soccer, Professional Arena Soccer League, 2008-2013
Cincinnati Saints, Professional Indoor Soccer, Professional Arena Soccer League, 2013-2014
FC Cincinnati, Professional Soccer, USL, 2016-2018 (Promoted to MLS)Softball

Cincinnati Suds, APSPL, USPL, 1977-1982
Cincinnati Rivermen, NASL, 1980Ultimate Frisbee

Cincinnati Revolution, American Ultimate Disc League, 2013-2016


== References ==


== External links ==
https://www.sportsplusohio.com/
http://www.cincinnati.com/story/sports/2015/08/11/source-cincy--getting--new-pro-soccer-team/31456919/?
Sun, July, 4, 1943, Dayton Daily Daily News, p. 16. “Cincinnati Clocks, Bombers Play Here Sunday”","Cincinnati is the home of three major league teams, three minor league teams, five college institutions with sports teams, and numerous top level amateur teams.


",Cincinnati is the home of zero major league teams.,0
Buccopharyngeal membrane,"The region where the crescentic masses of the ectoderm and endoderm come into direct contact with each other constitutes a thin membrane, the buccopharyngeal membrane (or oropharyngeal membrane), which forms a septum between the primitive mouth and pharynx. In front of the buccopharyngeal area, where the lateral crescents of mesoderm fuse in the middle line, the pericardium is afterward developed, and this region is therefore designated the pericardial area.
The buccopharyngeal membranes serve as a respiratory surface in a wide variety of amphibians and reptiles. In this type of respiration, membranes in the mouth and throat are permeable to oxygen and carbon dioxide. In some species that remain submerged in water for long periods, gas exchange by this route can be significant.


== References ==

 This article incorporates text in the public domain from page 47 of the 20th edition of Gray's Anatomy (1918)","The region where the crescentic masses of the ectoderm and endoderm come into direct contact with each other constitutes a thin membrane, the buccopharyngeal membrane (or oropharyngeal membrane), which forms a septum between the primitive mouth and pharynx.",The region where the rectangular masses of the ectoderm and endoderm come into direct contact with,0
Varaita,"The Varaita (Italian pronunciation: [vaˈraita]; Piedmontese: Vràita [ˈvrɑjta]; Occitan: Varacho [vaˈɾatʃu]) is a 75-kilometre (47 mi) river of the Province of Cuneo in northwest Italy. It is the first right tributary of the Po River.


== Geography ==
The river springs at an elevation of some 2,500 metres (8,200 ft) on the slopes of Monviso, in the Cottian Alps near the French border, then proceeds through the valley named after it—the Valle Varaita—where it passes through centres including Frassino, Sampeyre, Brossasco and Costigliole Saluzzo. Having entered the plains of the Po valley it joins the Po near Casalgrasso.


== Regime ==
The regime is typical of an Alpine torrent: the flow is at its greatest in spring and in autumn while being drastically reduced during the summer. The mean discharge at its confluence with the Po is about 12 cubic metres per second (420 cu ft/s).


== Notes ==
This article was originally translated from its counterpart in the Italian Wikipedia, specifically from this version.","The Varaita (Italian pronunciation: [vaˈraita]; Piedmontese: Vràita [ˈvrɑjta]; Occitan: Varacho [vaˈɾatʃu]) is a 75-kilometre (47 mi) river of the Province of Cuneo in northwest Italy. It is the first right tributary of the Po River.


",The Varaita is the left tributary of the Po River.,0
